lfdn;age;sex;v_3;education;relation;kldb;e1;a1r;c1;n1;o1;e2r;a2;c2r;n2r;o2;e3;a3r;c3;n3;o3;e4;a4;c4r;n4;o4;e5r;a5;c5r;n5r;o5;e6;a6r;c6;n6;o6;e7r;a7;c7;n7r;o7r;e8;a8r;c8;n8;o8;o9r;a9;c9r;o10;status;charisma;classes;a1;e2;c2;n2;a3;c4;e5;c5;n5;a6;e7;n7;o7;a8;o9;c9;extr_mean;open_mean;con_mean;agree_mean;neuro_mean
491;24;1;-99;2;1;0;3;2;4;2;4;4;4;4;4;5;5;3;3;2;4;4;5;4;3;5;4;3;4;5;4;3;2;4;4;5;4;4;3;3;4;4;3;4;3;5;2;3;2;5;2;-77;-77;4;2;2;2;3;2;2;2;1;4;2;3;2;3;4;4;3,125;4,3;3,11111111111111;3,66666666666667;2,5
493;28;2;-99;4;7;7;5;1;4;4;3;3;4;4;3;5;4;2;5;4;4;5;4;4;4;3;2;3;4;1;4;3;3;4;5;5;4;3;2;5;2;4;4;4;2;5;2;5;5;2;2;-77;-77;5;3;2;3;4;2;4;2;5;3;2;1;4;2;4;1;3,75;3,9;2,88888888888889;3,66666666666667;3,5
495;22;2;-99;4;7;9;5;1;4;1;2;4;5;4;4;4;4;1;4;3;2;4;4;4;3;3;1;5;4;4;2;4;2;5;4;4;1;5;4;4;4;4;2;4;1;4;4;5;4;4;2;-77;-77;5;2;2;2;5;2;5;2;2;4;5;2;2;4;2;2;4,125;2,9;3,22222222222222;4,66666666666667;2,25
496;26;2;-99;4;7;8;4;2;4;2;4;3;5;2;4;5;4;1;5;2;5;4;5;1;5;5;4;5;4;4;4;3;2;4;4;5;4;5;5;4;3;4;1;5;4;5;1;4;2;5;2;-77;-77;4;3;4;2;5;5;2;2;2;4;2;2;3;5;5;4;3,25;4,6;4,22222222222222;4,66666666666667;2,875
497;20;2;-99;2;1;0;4;1;4;1;5;2;5;2;4;5;4;2;5;2;4;4;5;4;5;4;4;5;4;4;3;4;2;4;4;4;4;4;4;4;4;4;1;3;4;4;4;5;4;4;2;-77;-77;5;4;4;2;4;2;2;2;2;4;2;2;2;5;2;2;3,5;3,7;3,33333333333333;4,66666666666667;2,75
498;20;2;-99;2;1;0;2;1;3;1;1;4;5;3;1;1;2;1;5;5;5;5;3;2;5;5;5;5;5;1;1;3;2;3;5;5;5;5;3;1;5;1;2;5;5;4;1;5;2;2;2;-77;-77;5;2;3;5;5;4;1;1;5;4;1;5;1;4;5;4;2,125;3;3,44444444444444;4,55555555555556;4,5
499;24;2;-99;2;7;0;5;3;4;1;2;2;4;2;3;4;3;2;5;4;3;4;2;1;4;2;2;4;1;2;4;3;2;4;4;4;2;4;4;5;2;3;3;4;4;4;2;2;2;2;1;1;1;3;4;4;3;4;5;4;5;4;4;4;1;4;3;4;4;3,75;3,3;4,33333333333333;3,33333333333333;3,125
501;21;2;-99;2;1;0;1;1;1;5;1;4;4;4;2;2;1;1;2;1;4;2;5;5;5;4;5;3;5;2;2;3;1;1;4;5;5;5;2;2;4;1;1;1;4;4;1;3;4;5;2;-77;-77;5;2;2;4;5;1;1;1;4;5;1;4;2;5;5;2;1,5;3,4;1,44444444444444;4,44444444444444;3,875
502;19;2;-99;2;1;0;3;1;5;1;3;4;4;1;3;4;3;1;5;4;4;4;3;1;5;4;3;3;1;4;3;1;1;5;3;4;4;5;5;3;5;3;1;4;4;3;1;3;2;5;2;-77;-77;5;2;5;3;5;5;3;5;2;5;2;3;1;5;5;4;2,625;3,6;4,77777777777778;4,22222222222222;3,125
503;29;2;-99;5;1;0;5;3;5;2;5;4;4;3;3;5;5;3;5;4;4;3;3;3;3;5;1;5;1;3;4;3;3;4;4;5;1;5;5;4;3;5;3;5;3;4;1;4;2;5;2;-77;-77;3;2;3;3;3;3;5;5;3;3;5;2;3;3;5;4;4,125;4,5;4,33333333333333;3,66666666666667;3
504;32;1;-99;3;7;1;4;4;4;3;4;2;3;4;1;4;5;4;5;5;2;5;3;3;4;4;1;4;4;2;3;4;4;3;4;4;2;2;3;4;3;2;4;2;4;3;2;5;4;4;1;13;4;2;4;2;5;2;3;5;2;4;2;4;2;3;2;4;2;4,125;3,5;2,88888888888889;2,77777777777778;3,875
505;26;1;-99;4;7;0;5;5;4;2;5;2;2;3;2;5;3;3;4;3;5;4;3;4;3;5;1;4;2;3;4;3;2;3;4;0;2;4;3;2;3;5;2;2;2;4;4;4;4;3;1;15;6;1;4;3;4;3;2;5;4;3;4;4;4;3;4;2;2;4,125;3,6;3;3,22222222222222;3,125
506;18;2;-99;2;1;8;2;2;4;4;5;5;4;5;4;5;4;3;5;5;5;5;2;5;2;5;5;5;2;4;5;5;5;3;5;5;5;5;5;4;5;5;5;2;2;5;3;4;5;5;2;-77;-77;4;1;1;2;3;1;1;4;2;1;1;2;1;1;3;1;3;4,4;2,88888888888889;3,22222222222222;3
507;25;1;-99;2;2;8;5;4;2;3;5;1;4;3;2;4;4;4;4;4;4;5;2;4;4;4;2;4;4;2;2;4;4;3;4;4;2;4;3;4;4;5;4;2;4;4;2;4;3;5;2;-77;-77;2;5;3;4;2;2;4;2;4;2;4;2;2;2;4;3;4,5;3,8;2,66666666666667;2,88888888888889;3,625
508;22;2;-99;2;2;8;2;4;5;4;3;3;2;4;2;4;2;3;4;2;3;4;4;2;3;3;3;4;2;2;3;4;3;4;2;4;2;3;4;3;1;3;3;4;2;3;1;4;5;5;2;-77;-77;2;3;2;4;3;4;3;4;4;3;4;3;5;3;5;1;3,125;3,8;3,55555555555556;3,11111111111111;3
509;20;2;-99;2;1;8;2;2;4;2;4;3;4;4;5;3;2;2;5;2;3;3;3;3;4;4;4;3;4;4;3;3;4;3;1;4;4;4;4;5;4;2;2;3;4;3;3;3;4;3;2;-77;-77;4;3;2;1;4;3;2;2;2;2;2;1;2;4;3;2;2,375;3,2;3,11111111111111;3,44444444444444;2,125
510;19;2;-99;2;7;0;5;4;4;4;4;3;5;2;2;4;4;2;4;4;5;2;5;4;5;5;3;4;5;2;3;3;2;4;5;4;4;5;3;2;3;4;3;4;5;4;5;4;5;4;2;-77;-77;2;3;4;4;4;2;3;1;4;4;2;4;3;3;1;1;3,25;3,7;3;4;4,375
511;24;2;-99;4;7;8;3;1;4;1;4;3;5;3;4;4;3;1;5;4;4;4;5;1;4;3;4;5;2;4;4;3;1;4;2;1;4;4;4;5;3;3;1;4;4;4;1;5;1;1;2;-77;-77;5;3;3;2;5;5;2;4;2;5;2;1;3;5;5;5;2,875;3,3;4,22222222222222;4,88888888888889;2,5
512;20;1;-99;2;7;9;5;3;5;1;5;4;4;2;4;4;4;2;5;4;4;5;4;1;4;5;2;5;4;4;4;4;4;4;5;5;4;4;5;5;5;5;4;5;1;5;1;4;3;4;2;-77;-77;3;2;4;2;4;5;4;2;2;2;2;1;1;2;5;3;3,875;4,2;4,22222222222222;3,55555555555556;2,5
513;26;1;-99;2;7;0;4;4;4;2;3;3;4;4;2;4;4;1;4;5;4;4;2;4;5;4;4;4;4;4;5;3;2;4;4;3;2;3;4;3;4;4;4;4;5;3;4;3;4;3;1;13;5;2;3;2;4;5;2;2;2;2;4;4;3;2;2;2;2;3,5;3,3;3,11111111111111;3,22222222222222;3,75
514;44;1;-99;1;7;8;3;3;3;2;4;2;4;3;4;3;3;3;3;3;3;2;3;4;3;4;3;3;4;3;3;3;4;3;4;3;4;3;3;4;4;3;5;4;3;3;2;4;3;2;2;-77;-77;3;4;3;2;3;2;3;2;3;2;2;2;2;1;4;3;2,875;3,1;2,88888888888889;2,88888888888889;2,75
515;21;2;-99;2;7;0;4;2;3;4;4;4;5;4;2;5;2;1;4;4;4;4;2;4;5;4;4;5;4;2;4;2;2;4;5;3;4;5;4;4;4;2;4;4;5;4;4;4;4;3;2;-77;-77;4;2;2;4;5;2;2;2;4;4;2;2;2;2;2;2;2,5;3,5;3;4;4,125
516;30;1;-99;6;7;0;4;2;5;2;4;2;4;2;3;5;5;1;5;3;5;5;4;1;4;5;3;4;1;4;4;3;2;5;4;4;4;4;4;4;3;4;3;5;3;4;2;4;2;4;1;14;4;4;4;4;3;5;5;3;5;2;4;2;2;3;3;4;4;3,75;4,2;4,66666666666667;4;2,875
517;27;2;-99;4;7;4;4;3;5;1;2;1;5;4;2;3;4;1;3;0;4;4;5;5;5;5;4;5;4;4;2;2;1;4;2;5;5;5;5;4;3;4;1;4;4;4;3;5;4;5;2;-77;-77;3;5;2;4;5;1;2;2;2;5;1;2;3;5;3;2;3,25;3,6;3,11111111111111;4,77777777777778;2,5
518;23;3;-99;2;7;2;4;3;5;5;4;3;4;2;2;5;3;1;5;4;5;5;5;3;5;5;4;3;4;1;4;3;3;4;5;5;5;4;5;3;4;2;1;2;5;4;5;4;4;5;1;10;3;3;3;4;4;5;3;2;2;5;3;1;3;2;5;1;2;2,875;4;3,55555555555556;4;4,5
519;30;1;-99;4;7;7;2;1;4;3;3;4;5;2;5;5;3;1;4;1;4;3;0;1;4;3;4;5;4;4;4;2;4;4;4;4;4;4;4;4;1;3;2;2;1;5;1;3;4;4;1;12;3;5;2;4;1;5;5;2;2;2;2;2;2;5;4;5;2;2,375;4,2;3,44444444444444;3,66666666666667;2,25
520;36;1;-99;3;7;5;1;4;3;5;3;5;4;2;4;2;1;1;4;4;4;1;2;3;4;3;5;4;4;3;2;1;3;3;4;3;5;3;3;4;3;1;4;4;5;3;4;3;4;2;1;10;6;2;1;4;2;5;3;1;2;3;3;1;2;3;2;2;2;1;2,7;3,11111111111111;3,11111111111111;3,625
521;16;4;I don't identify.  That's a social construct.;1;1;0;2;4;4;2;4;5;3;2;3;5;3;3;3;4;3;2;2;1;4;4;4;1;5;3;4;3;4;4;3;4;4;3;4;3;3;1;3;3;2;4;4;2;3;3;1;11;1;2;1;4;3;3;5;2;1;3;2;2;3;3;3;2;3;2;3,6;3,44444444444444;2,33333333333333;3
522;27;1;-99;2;2;8;4;0;5;3;2;4;5;3;4;4;3;4;4;4;5;3;5;4;3;5;2;5;4;3;2;3;2;2;4;1;4;5;3;4;2;4;1;4;4;5;4;3;4;4;2;-77;-77; ;2;3;2;2;2;4;2;3;4;2;2;4;5;2;2;3,125;3,4;3;4,25;3,125
529;18;2;-99;2;2;0;4;2;4;2;4;4;5;2;4;4;3;1;4;3;4;4;4;3;4;1;3;3;4;4;4;4;2;1;2;5;3;5;2;5;2;4;1;4;1;4;5;3;5;5;2;-77;-77;4;2;4;2;5;3;3;2;2;4;3;1;4;5;1;1;3,375;3,6;2,77777777777778;4,22222222222222;2,125
530;21;2;-99;2;1;4;2;2;5;4;2;4;4;1;2;5;2;1;5;3;2;2;5;1;5;5;5;2;1;3;2;1;4;5;4;4;5;5;5;3;5;1;3;5;4;5;2;5;1;3;1;10;3;4;2;5;4;5;5;1;5;3;2;1;3;1;3;4;5;1,5;3,3;5;3,88888888888889;3,75
531;30;1;-99;4;1;0;4;5;3;4;5;2;2;3;3;4;3;4;3;4;5;3;1;4;3;5;1;2;3;3;3;4;4;3;3;4;2;2;4;4;3;3;4;3;3;5;2;3;4;5;2;-77;-77;1;4;3;3;2;2;5;3;3;2;4;2;3;2;4;2;3,75;4,3;2,88888888888889;1,88888888888889;3,125
532;28;1;-99;5;3;8;2;2;5;4;4;2;4;3;4;5;3;1;5;4;5;2;5;4;2;4;4;4;2;3;4;4;4;5;4;5;2;5;4;5;1;4;2;4;2;5;1;5;2;4;1;15;6;4;4;3;2;5;2;2;4;3;2;4;1;5;4;5;4;3,125;4,6;4;4,22222222222222;2,75
536;27;1;-99;2;3;3;1;4;3;4;2;5;2;4;3;3;1;1;4;2;3;1;3;4;2;2;5;2;5;3;1;1;5;3;4;4;4;3;3;3;4;2;4;4;2;3;3;2;4;3;1;14;5;2;1;2;3;5;2;1;1;3;1;2;3;2;2;3;2;1,25;2,6;2,66666666666667;2,44444444444444;2,875
537;46;2;-99;6;3;8;3;4;4;1;5;2;3;2;4;5;1;2;3;3;5;3;1;2;4;5;3;3;4;4;4;4;4;3;4;5;3;4;2;2;2;3;1;4;4;4;1;4;3;4;1;12;3;2;4;4;2;4;4;3;2;2;2;3;4;4;5;5;3;3;4,6;3,22222222222222;3,11111111111111;3
538;23;2;-99;4;1;9;5;2;4;4;2;2;5;4;3;5;4;1;4;2;5;4;4;4;4;5;1;5;2;4;5;4;2;4;3;5;4;5;5;4;4;5;2;3;3;5;1;3;5;5;1;10;6;4;4;2;3;5;2;5;4;2;4;2;2;2;4;5;1;4,125;4,4;3,22222222222222;4,33333333333333;2,875
539;21;1;-99;2;1;9;2;4;2;2;4;5;4;2;4;5;4;2;4;4;5;2;2;2;2;4;4;5;4;4;4;2;4;2;4;4;4;4;4;4;2;2;2;3;2;4;2;2;5;2;2;-77;-77;2;1;4;2;4;4;2;2;2;2;2;2;4;4;4;1;2,125;4;2,88888888888889;3,22222222222222;2,5
540;22;2;-99;2;2;0;4;4;4;3;2;3;5;2;2;4;2;1;4;4;4;2;4;2;5;2;4;2;4;1;2;4;2;4;5;5;4;5;5;4;4;3;2;5;4;4;3;4;4;2;2;-77;-77;2;3;4;4;5;4;2;2;5;4;2;2;2;4;3;2;2,75;3;3,77777777777778;3,88888888888889;4
541;36;2;-99;2;1;0;3;3;4;2;4;3;4;3;3;4;1;3;3;3;3;3;4;3;4;3;3;4;3;3;3;1;2;3;3;4;3;5;4;4;3;3;2;3;4;5;3;4;3;4;2;-77;-77;3;3;3;3;3;3;3;3;3;4;3;2;3;4;3;3;2,5;3,6;3,22222222222222;3,88888888888889;3
546;26;2;-99;2;1;9;2;3;2;4;3;5;4;4;3;4;1;1;2;4;3;3;3;4;4;4;5;1;4;2;4;2;4;2;4;5;5;3;2;4;3;1;1;2;3;4;1;2;2;4;2;-77;-77;3;1;2;3;5;2;1;2;4;2;1;2;3;5;5;4;1,5;3,9;2,22222222222222;3,11111111111111;3,5
547;20;3;-99;2;2;4;2;3;5;5;4;5;3;3;4;5;1;2;5;4;4;3;1;2;4;4;4;4;3;3;4;1;5;5;2;4;4;3;4;4;3;3;4;4;3;5;1;4;3;5;2;-77;-77;3;1;3;2;4;4;2;3;3;1;2;2;3;2;5;3;1,875;4,3;4;2,77777777777778;3,125
549;18;1;-99;2;1;0;5;3;4;3;3;2;4;4;5;5;4;2;4;3;4;4;4;3;1;3;2;4;5;3;3;3;3;2;2;3;2;4;3;4;5;4;4;4;1;3;3;4;5;5;1;14;1;3;4;2;1;4;3;4;1;3;3;4;2;1;2;3;1;4;3,3;2,66666666666667;3,55555555555556;2
550;20;1;-99;2;1;0;3;2;3;4;1;4;4;4;1;4;2;1;3;4;2;2;2;5;5;2;4;2;4;1;2;2;4;4;4;4;4;4;2;2;4;2;3;2;5;2;4;2;5;1;1;10;2;4;2;2;5;5;1;2;2;5;2;2;4;2;3;2;1;2,125;2,2;2,22222222222222;3,11111111111111;4,5
551;54;1;-99;2;3;7;1;1;4;1;2;5;4;4;4;4;1;1;5;4;1;1;4;2;2;4;5;4;4;5;1;2;4;3;1;5;4;4;4;5;2;3;1;3;2;2;1;4;2;4;1;12;3;5;1;2;2;5;4;1;2;1;2;2;1;4;5;5;4;1,5;3,2;3,44444444444444;4,11111111111111;1,75
552;22;3;-99;4;2;9;4;2;5;4;5;1;5;1;4;5;2;1;5;4;5;4;5;5;5;5;3;4;5;2;5;2;1;2;4;5;4;5;4;5;2;4;2;4;4;5;1;4;4;4;1;17;1;4;5;5;2;5;1;3;1;4;5;2;1;4;4;5;2;3,25;4,8;3,22222222222222;4,55555555555556;3,5
554;32;2;-99;4;7;9;4;4;2;5;5;4;4;4;4;5;1;1;4;2;4;4;1;4;3;3;2;4;2;3;4;4;4;2;3;5;2;5;5;5;5;5;2;4;2;5;1;5;4;4;1;18;6;2;2;2;2;5;2;4;4;3;2;4;1;1;4;5;2;3,5;4,1;3;3,55555555555556;2,625
555;39;2;-99;3;1;0;2;1;4;3;5;2;4;4;3;4;2;1;1;3;5;4;4;4;3;5;3;4;4;3;4;1;1;1;2;5;4;4;4;3;1;2;2;1;3;5;1;5;5;4;2;-77;-77;5;4;2;3;5;2;3;2;3;5;2;3;5;4;5;1;2,5;4,7;2;4,44444444444444;2,875
557;27;2;-99;5;1;9;3;4;4;4;2;4;4;4;3;5;3;2;4;4;3;3;3;4;5;4;4;4;5;2;3;3;1;4;4;3;3;5;4;3;3;2;4;4;3;3;3;3;4;4;2;-77;-77;2;2;2;3;4;2;2;1;4;5;3;3;3;2;3;2;2,625;3,3;3;3,55555555555556;3,75
558;23;2;-99;2;1;0;3;2;4;4;5;4;5;2;1;5;1;1;4;3;5;2;5;2;5;5;4;5;4;1;4;1;2;2;5;5;5;5;2;1;2;2;1;1;5;5;1;4;4;5;2;-77;-77;4;2;4;5;5;4;2;2;5;4;1;5;4;5;5;2;1,75;4,8;2,77777777777778;4,66666666666667;4,625
560;22;3;-99;2;1;0;1;3;4;4;4;5;5;5;2;5;1;1;2;4;4;4;2;5;4;5;5;2;4;4;4;2;4;2;4;5;5;5;2;2;2;1;2;2;3;5;1;4;5;4;2;-77;-77;3;1;1;4;5;1;1;2;2;2;1;4;4;4;5;1;1,5;4,5;1,88888888888889;3,55555555555556;3,625
561;29;2;-99;5;1;9;5;4;4;1;4;2;4;3;2;5;4;2;4;3;3;4;2;4;4;5;2;4;5;4;4;4;2;1;1;5;3;3;2;2;4;4;4;1;4;4;1;4;4;5;1;10;3;2;4;3;4;4;2;4;1;2;4;3;4;2;2;5;2;4;4,2;2,22222222222222;3,22222222222222;2,875
562;31;3;-99;2;1;0;4;4;4;5;4;5;4;4;2;4;1;1;2;4;2;1;4;5;5;5;5;4;4;4;4;4;5;2;4;5;5;4;2;4;4;2;4;2;5;4;1;4;4;2;2;-77;-77;2;1;2;4;5;1;1;2;2;1;1;2;2;2;5;2;1,875;3,7;2,11111111111111;3,33333333333333;3,875
564;21;1;-99;2;1;0;2;1;3;3;5;4;5;3;2;4;4;1;3;3;4;4;5;5;5;5;5;5;5;5;5;2;2;3;3;3;5;5;4;3;4;2;2;2;4;4;4;5;5;3;2;-77;-77;5;2;3;4;5;1;1;1;1;4;1;3;2;4;2;1;2,25;3,7;2,33333333333333;4,77777777777778;3,25
565;20;1;-99;2;1;6;1;5;1;5;5;5;5;5;3;5;1;4;4;1;3;1;5;5;4;5;5;5;5;4;3;3;4;1;1;5;5;4;1;4;2;2;3;5;5;5;1;2;4;3;2;-77;-77;1;1;1;3;2;1;1;1;2;2;1;2;4;3;5;2;1,375;4,3;1,88888888888889;3,22222222222222;2,875
566;24;2;-99;4;1;0;1;2;4;3;5;5;5;1;2;5;2;2;5;4;4;4;4;3;5;5;5;4;2;2;4;2;1;4;4;4;5;4;4;4;5;1;2;5;5;5;2;4;4;3;1;11;3;4;1;5;4;4;3;1;4;4;5;1;2;1;4;4;2;1,625;4;4;4,22222222222222;3,875
567;18;4;Queer;1;1;0;5;3;2;2;4;3;3;4;3;5;2;2;4;4;4;2;4;4;4;4;3;4;4;3;3;2;3;4;4;5;3;4;4;3;2;5;4;2;3;5;1;4;3;2;1;11;5;3;3;2;3;4;2;3;2;3;3;3;3;4;2;5;3;3,125;4,1;2,77777777777778;3,44444444444444;3,25
568;56;1;-99;1;7;2;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;-77;-77;2; ; ; ; ; ; ; ;4; ; ;4;4;4;4;4;,4;1,2;1,33333333333333;1,14285714285714;1,42857142857143
569;22;2;-99;4;1;9;1;4;3;3;5;5;3;3;1;5;4;1;4;5;4;1;2;4;5;5;5;1;1;2;4;1;5;4;4;5;5;3;3;2;5;1;3;4;5;5;1;1;2;5;2;-77;-77;2;1;3;5;5;2;1;5;4;1;1;4;1;3;5;4;1,375;4,4;3,55555555555556;2,33333333333333;4,375
570;32;1;-99;5;3;7;4;3;5;3;4;3;2;1;2;4;4;1;5;4;4;3;4;1;4;2;5;4;1;4;4;5;4;4;3;3;4;4;4;4;4;4;1;5;3;5;5;3;3;1;2;-77;-77;3;3;5;4;5;5;1;5;2;2;2;2;2;5;1;3;3,25;3;4,55555555555556;3,55555555555556;3,125
571;27;2;-99;4;7;8;2;3;4;3;4;5;5;4;5;5;3;1;5;3;4;4;4;5;4;4;5;3;2;4;4;4;4;4;4;5;4;5;5;5;4;5;2;4;4;5;1;5;5;5;1;14;1;3;1;2;1;5;1;1;4;2;2;2;1;2;4;5;1;2,75;4,3;3,33333333333333;4;2,75
572;50;1;-99;5;3;4;4;4;5;1;5;4;3;1;2;5;2;1;5;4;5;4;4;1;4;5;2;4;4;4;5;4;4;5;1;5;5;5;5;4;1;2;2;5;4;5;2;5;2;2;1;10;3;2;2;5;4;5;5;4;2;2;2;1;2;5;4;4;4;2,875;4,6;4,55555555555556;3,77777777777778;2,75
573;21;1;-99;2;1;0;4;4;2;2;5;4;3;4;2;5;3;4;2;4;5;4;4;4;2;4;5;2;5;2;4;3;4;2;4;2;4;1;3;3;4;3;4;2;4;4;4;3;4;3;1;13;1;2;2;2;4;2;2;1;1;4;2;2;3;2;2;2;2;2,75;3,6;2;2,33333333333333;3,375
678;30;2;-99;3;3;3;1;4;4;1;4;4;4;4;5;5;3;1;5;4;1;4;2;2;2;3;4;4;1;3;2;3;3;4;3;4;3;5;4;5;3;2;2;4;4;2;4;3;2;2;2;-77;-77;2;2;2;1;5;4;2;5;3;3;3;1;3;4;2;4;2,5;2,8;4;3,55555555555556;2,375
576;19;3;-99;2;1;0;2;2;3;3;4;5;4;4;1;5;2;1;3;4;3;2;4;3;5;5;5;3;3;1;3;1;4;3;4;5;5;3;2;1;5;3;4;3;5;4;1;3;3;4;2;-77;-77;4;1;2;5;5;3;1;3;5;2;1;5;1;2;5;3;1,625;3,9;2,77777777777778;3,33333333333333;4,5
575;21;2;-99;2;2;0;2;2;4;3;4;4;4;2;3;4;2;1;5;5;3;2;4;2;4;3;4;4;2;4;3;3;4;4;4;4;4;5;4;4;4;2;2;4;5;4;4;4;2;2;1;11;4;4;2;4;3;5;4;2;4;2;2;2;2;2;4;2;4;2,125;3,1;4,11111111111111;4;3,5
577;28;3;-99;5;7;0;5;3;4;2;3;2;3;4;5;5;4;1;4;2;3;2;5;4;2;4;1;3;4;5;4;4;2;4;1;5;2;4;2;5;4;5;2;4;4;5;1;5;4;5;1;14;6;3;4;2;1;5;2;5;2;1;4;4;1;2;4;5;2;4,125;4,1;2,88888888888889;4;1,75
579;24;2;-99;4;7;0;4;4;4;2;4;3;3;3;2;5;3;3;4;4;5;3;2;1;4;5;3;2;3;3;4;3;2;4;4;4;2;3;4;5;3;2;4;4;3;4;1;2;4;5;1;14;6;2;3;3;4;3;5;3;3;3;4;4;1;3;2;5;2;3,125;4,4;3,66666666666667;2,55555555555556;3,125
580;25;1;-99;3;1;4;4;3;4;2;3;3;4;5;4;4;3;2;3;3;3;2;4;5;2;4;3;4;4;5;4;3;2;3;4;4;3;4;3;4;4;3;4;4;2;4;4;4;5;3;1;13;3;3;3;1;2;4;1;3;2;1;4;3;2;2;2;2;1;3;3,3;2,44444444444444;3,66666666666667;2,25
581;26;1;-99;4;1;8;3;2;3;4;4;5;5;2;2;5;3;1;5;2;2;4;2;2;5;3;4;4;4;2;2;3;2;4;4;4;5;5;4;5;4;2;2;2;5;3;2;4;4;5;2;-77;-77;4;1;4;4;5;4;2;2;4;4;1;1;2;4;4;2;2,375;3,4;3,33333333333333;4,11111111111111;3,625
582;18;2;-99;2;1;0;3;3;3;2;4;4;2;4;4;5;3;3;2;2;4;3;3;4;2;4;4;3;4;4;4;3;4;3;2;4;3;3;3;4;2;3;4;3;2;4;2;3;4;4;1;13;1;3;2;2;2;3;2;2;2;2;2;3;2;4;2;4;2;2,75;4,1;2,44444444444444;2,66666666666667;2
583;28;1;-99;5;3;4;4;2;4;1;5;5;5;4;5;5;2;1;2;1;5;3;5;4;1;5;4;4;4;5;5;4;3;4;1;4;4;5;4;5;4;4;1;3;1;5;1;5;4;4;1;16;5;4;1;2;1;5;2;2;2;1;3;2;1;2;5;5;2;2,75;4,5;2,77777777777778;4,55555555555556;1
584;26;1;-99;2;1;7;1;3;4;4;2;4;3;3;2;4;2;1;3;3;3;2;3;2;4;4;5;4;5;3;2;2;4;3;3;3;4;3;4;2;5;2;3;3;4;3;3;3;4;3;1;12;1;3;2;3;4;5;4;1;1;3;2;2;4;1;3;3;2;1,75;2,8;3;3,22222222222222;3,625
586;21;1;-99;2;1;0;1;2;4;3;4;5;4;1;4;5;1;1;3;1;3;2;3;2;4;4;5;2;4;3;3;2;2;3;1;5;5;5;2;4;2;1;1;2;2;5;1;4;4;5;2;-77;-77;4;1;5;2;5;4;1;2;3;4;1;2;4;5;5;2;1,25;4,3;3;4;2,25
587;25;1;-99;5;7;6;3;4;4;4;2;3;3;4;4;5;2;1;4;2;2;3;4;4;2;4;4;4;4;4;4;2;1;3;4;4;4;4;5;4;4;4;4;4;1;4;5;4;4;1;1;10;6;2;3;2;2;5;2;2;2;2;5;2;2;2;2;1;2;2,625;2,9;3,11111111111111;3,66666666666667;2,375
590;43;1;-99;6;3;9;5;4;4;4;5;1;4;4;1;4;4;1;5;5;5;5;4;3;5;5;1;5;1;3;4;4;1;4;5;4;1;4;5;1;4;5;4;3;5;4;2;4;5;4;2;-77;-77;2;5;2;5;5;3;5;5;3;5;5;5;2;2;4;1;4,75;4,1;3,55555555555556;3,88888888888889;4,625
591;19;2;-99;2;7;0;3;4;5;2;3;4;5;1;1;5;2;1;5;2;5;2;1;1;5;4;5;4;4;1;4;1;2;4;4;4;5;4;4;4;5;1;2;4;5;5;4;2;3;4;2;-77;-77;2;2;5;5;5;5;1;2;5;4;1;2;1;4;2;3;1,625;3,7;4,11111111111111;3,44444444444444;3,75
592;37;2;-99;2;3;0;4;3;4;4;3;3;4;2;2;3;3;1;5;4;2;2;4;2;5;5;4;4;3;2;2;2;1;5;4;5;5;5;4;3;5;3;1;5;5;4;3;4;3;0;2;1;5;3;3;4;4;5;4;2;3;4;5;1;3;1;5;3;3;2,5;2,8;4,11111111111111;4,33333333333333;4,125
593;26;2;-99;5;1;8;4;2;5;5;3;4;5;3;2;4;2;1;5;4;3;3;1;2;5;3;3;2;3;3;3;2;4;5;5;3;4;5;5;5;5;1;3;4;5;3;1;4;2;3;2;-77;-77;4;2;3;4;5;4;3;3;3;2;2;1;1;3;5;4;2,375;3,1;4,22222222222222;3,44444444444444;4
594;27;2;-99;2;1;0;3;3;2;5;3;4;3;4;1;2;1;4;2;5;2;1;3;3;5;3;4;4;5;1;2;2;3;2;4;4;4;3;2;1;3;2;4;2;5;3;2;3;4;3;1;3;1;3;2;2;5;2;3;2;1;5;3;2;5;3;2;4;2;1,875;2,9;2;2,88888888888889;4,875
596;25;1;-99;4;1;4;2;4;2;5;5;3;5;4;2;5;2;1;4;3;5;2;4;2;4;5;4;4;4;2;4;2;2;2;3;5;3;4;4;2;4;2;1;4;4;5;2;4;4;5;1;10;6;2;3;2;4;5;4;2;2;4;4;3;4;2;5;4;2;2,25;4,5;2,88888888888889;4,11111111111111;3,875
597;20;1;-99;2;1;0;1;1;4;4;1;4;4;4;2;4;1;4;1;5;4;1;3;3;2;1;4;3;5;4;1;1;3;2;4;4;4;3;2;3;5;1;4;1;4;3;3;1;4;3;2;-77;-77;5;2;2;4;2;3;2;1;2;3;2;3;1;2;3;2;1,375;2,5;2;2,88888888888889;3,5
